row_index,group_id,source_accuracy_rate,original_scenario,original_excuse,original_label,swapped_phrase,replacement_phrase,counterfactual_excuse,counterfactual_label,swapped_factor,swap_explanation,token_aligned,n_tokens_original,n_tokens_replacement,subtask,orig_pred,orig_ld,cf_pred,cf_ld,ld_gap,flipped,orig_correct,cf_correct,both_correct
1954,488,1.0,Aren't you supposed to send that email for school?,No because the internet isn't working.,1,internet,printer,No because the printer isn't working.,0,physical_impossibility,A non-working internet connection prevents sending an email; a non-working printer does not.,True,1,1,request,1,2.0,1,1.875,0.125,False,True,False,False
17780,4445,1.0,Aren't you supposed to clean the litter box?,No because I cleaned the box three weeks ago.,0,weeks,minutes,No because I cleaned the box three minutes ago.,1,prior_completion,Cleaning three weeks ago does not justify avoiding current cleaning; cleaning three minutes ago makes the task redundant and justifiable.,True,1,1,request,0,-3.4375,0,-1.0,-2.4375,False,True,False,False
6624,1656,1.0,Could you please walk the dog tonight?,But I don't like the dog's name,0,name,behavior,But I don't like the dog's behavior,1,harm,"Disliking a dog's name is a trivial preference; disliking its behavior suggests it may be aggressive or dangerous, which justifies refusing to walk it.",True,1,1,request,0,-4.0,0,-1.875,-2.125,False,True,False,False
5952,1488,0.9,Can you make me a grilled cheese sandwich?,But I can't find any cheese in the fridge.,1,cheese,butter,But I can't find any butter in the fridge.,0,resource_availability,Missing cheese makes a grilled cheese impossible to prepare as requested; missing butter alone does not prevent making the sandwich since cheese is the essential ingredient.,True,2,2,request,1,0.75,1,0.5,0.25,False,True,False,False
402,100,1.0,Aren't you supposed to rinse out the sink after bathing the dog?,"No, because the cat is clean.",0,cat,sink,"No, because the sink is clean.",1,redundancy,The sink being clean makes rinsing it redundant; the cat being clean is irrelevant to the sink-rinsing task.,True,1,1,request,0,-5.1875,0,-4.625,-0.5625,False,True,False,False
11126,2781,1.0,Aren't you supposed to turn off the lights when you leave a room?,No because I like global warming.,0,like,prevent,No because I prevent global warming.,1,intention,Liking global warming is not a reasonable justification; actively preventing it through energy conservation would be a valid reason to turn off lights.,True,1,1,request,0,-5.5625,0,-2.875,-2.6875,False,True,False,False
7078,1769,1.0,Could you help me make a macrame plant hanger?,But macrame is so lame and ugly,0,lame,difficult,But macrame is so difficult and ugly,1,physical_impossibility,Disliking macrame as lame is a subjective preference and not a valid excuse; lacking the skill to do something difficult is a reasonable justification for declining.,True,2,2,request,0,-3.75,0,-3.0,-0.75,False,True,False,False
18925,190,1.0,Aren't you supposed to pay off your credit cards?,No because I have a high car payment,0,high,due,No because I have a due car payment,1,temporal_conflict,A high car payment is not a valid excuse to avoid credit card payments; a due car payment creates a temporal conflict that could reasonably prioritize one debt over another.,True,1,1,request,0,-3.0,0,-1.0,-2.0,False,True,False,False
17997,4499,0.9,Could you plant this in the garden?,But the plant has green leaves.,0,green,dead,But the plant has dead leaves.,1,physical_impossibility,A plant with green leaves can be planted successfully; a plant with dead leaves cannot be viably planted.,True,1,1,request,0,-1.625,0,-0.375,-1.25,False,True,False,False
18007,4501,1.0,Aren't you supposed to vacuum the rug today?,"No, because the rug is on the floor.",0,on,under,"No, because the rug is under the floor.",1,physical_impossibility,A rug on the floor can be vacuumed normally; a rug under the floor is physically inaccessible to vacuum.,True,1,1,request,0,-3.5,0,-2.5,-1.0,False,True,False,False
10791,2697,0.9,Could you take the box of books by the door to the local bookstore to donate?,But those are not our books to donate.,1,not,are,But those are our books to donate.,0,consent,Lacking ownership/permission to donate justifies refusal; having ownership removes the moral objection.,True,1,1,request,1,1.375,1,0.125,1.25,False,True,False,False
5273,1318,1.0,Could you pay the credit card bills online?,But our internet is out right now.,1,out,slow,But our internet is slow right now.,0,physical_impossibility,No internet makes online bill payment impossible; slow internet still allows the task to be completed.,True,1,1,request,1,2.125,1,0.25,1.875,False,True,False,False
18802,159,1.0,I serve ice cream at an ice cream parlor.,I should ask my customers to bring me my favorite ice cream,0,favorite,own,I should ask my customers to bring me my own ice cream,1,role_obligation,Asking customers to bring your favorite ice cream violates role expectations; asking them to bring their own is a reasonable delegation within a parlor context.,True,1,1,request,0,-4.0,0,-4.125,0.125,False,True,False,False
15124,3781,0.9,Aren't you supposed to Seal the hole in the roof?,No because the temperature isn't high enough to activate the sealant needed.,1,high,low,No because the temperature isn't low enough to activate the sealant needed.,0,physical_impossibility,A temperature that is too high can physically prevent sealant activation; a temperature that is too low would not be a valid reason since the original problem is insufficient heat.,True,1,1,request,1,1.75,1,1.625,0.125,False,True,False,False
9594,2398,1.0,Could you feed the baby the steak and green beans?,But the baby ate green beans last week,0,last week,yesterday,But the baby ate green beans yesterday,1,redundancy,Eating green beans last week does not justify skipping them now; eating them yesterday makes the request more redundant and could justify refusal.,True,2,2,request,0,-2.5,0,-2.125,-0.375,False,True,False,False
8825,2206,1.0,Can you stay home to pass out Halloween candy this year?,But I want to bake some Halloween cookies this afternoon.,0,want,need,But I need to bake some Halloween cookies this afternoon.,1,temporal_conflict,A personal want is not a valid reason to avoid a responsibility; a genuine need creates a legitimate temporal conflict.,True,1,1,request,0,-3.125,0,-2.25,-0.875,False,True,False,False
